LABEL,TEXT,URL,EMAIL,PHONE
legit,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",No,No,No
smishing,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-6299257179 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,No,No,yes
legit,We stopped to get ice cream and will go back after,No,No,No
smishing,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,yes,No,yes
legit,Or I guess  &lt;#&gt;  min,No,No,No
legit,Da is good good player.why he is unsold.,No,No,No
legit,"Turns out my friends are staying for the whole show and won't be back til some time , so feel free to go ahead and smoke that worth  worth",No,No,No
smishing,"Local Covid19 Study: Compensation up to $1,220! Qualify Here:1200cash4study1.com/",No,No,No
legit,I'm always looking for an excuse to be in the city.,No,No,No
legit,My drive can only be read. I need to write,No,No,No
legit,"If e timing can, then i go w u lor...",No,No,No
smishing,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,No,No,yes
legit,Juz go google n search 4 qet...,No,No,No
legit,Did you show him and wot did he say or could u not c him 4 dust?,No,No,No
legit,Midnight at the earliest,No,No,No
legit,Wat r u doing?,No,No,No
legit,Omg how did u know what I ate?,No,No,No
legit,Ok. I asked for money how far,No,No,No
legit,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,No,No,No
legit,Ya had just now.onion roast.,No,No,No
legit," All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",No,No,No
legit,"Sorry, I'll call later..have to go somewhere..",No,No,No
smishing,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,No,No,yes
smishing,Welcome to Paytm payment bank your re verification done successful in your wallet get 1205 cashback click in link and login your paytm http://7e4d6417.ngrok.io/paytm,yes,No,No
smishing,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",No,No,No
legit,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",No,No,No
smishing,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.10,00,000 prize GUARANTEED. Call 8536074310. Claim Code K52. Valid 12hrs only. ",No,No,yes
smishing,"moneycontrol.com now on your BlackBerry! Get stock quotes,  track your portfolio,  watch LIVE TV & more.Get the FREE app at http://m.moneycontrol.com/MoM",yes,No,No
legit,yes:)here tv is always available�,No,No,No
legit,Does not operate after  &lt;#&gt;  or what,No,No,No
smishing,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 6200992462 Now! ",No,No,yes
smishing,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,No,No,yes
legit,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",No,No,No
smishing,Free Top ringtone -sub to weekly ringtone-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,No,No,yes
legit,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,No,No,No
smishing,New TEXTBUDDY Chat 2  guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,No,No,yes
legit,"Thanks, I'll keep that in mind",No,No,No
legit,"As in missionary hook up, doggy hook up, standing...|",No,No,No
legit,"When you just put in the + sign, choose my number and the pin will show. Right?",No,No,No
legit,Dear we are going to our rubber place,No,No,No
smishing,"DUETO THE CENTRAL BANK DIRECTIVE WITH REGARDS TO BVN UPDATE,YOUR ATM CARD HAS BEEN DE-ACTIVATED,TO RE-ACTIVATE CALL CUSTOMER CARE ON 08125000070",No,No,yes
legit,Dont put your phone on silent mode ok,No,No,No
legit,No need lar i go engin? Cos my sis at arts today...,No,No,No
legit,"Sorry, I'll call later at night",No,No,No
legit,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They dont know that Iam addicted to my sweet Friends..!! ",No,No,No
legit,En chikku nange bakra msg kalstiya..then had tea/coffee?,No,No,No
legit,Am okay. Will soon be over. All the best,No,No,No
legit,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",No,No,No
legit,Dont talk to him ever ok its my word.,No,No,No
legit,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,No,No,No
legit,TaKe CaRE n gET WeLL sOOn,No,No,No
legit,Today my system sh get ready.all is well and i am also in the deep well,No,No,No
smishing,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,No,No,No
legit,Am going to take bath ill place the key in window:-),No,No,No
smishing,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,No,No,yes
legit,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,No,No,No
legit,I am going to film 2day da. At 6pm. Sorry da.,No,No,No
legit,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,No,No,No
legit,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,No,No,No
legit,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,No,No,No
legit,NEFT Transaction with reference number 456367 for Rs.9000  has been credited to the beneficiary account on 5th jan at 3.00PM.,No,No,yes
legit,I'm awake oh. What's up.,No,No,No
legit,You still around? I could use a half-8th,No,No,No
legit,Ryder unsold.now gibbs.,No,No,No
legit,I will spoil you in bed as well :),No,No,No
legit,"Probably not, I'm almost out of gas and I get some cash tomorrow",No,No,No
legit,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,No,No,No
legit,"God picked up a flower and dipped it in a DEW, lovingly touched it which turned into YOU, and the he gifted to me and said,THIS IS YOUR LOVE",No,No,No
legit,Are you driving or training?,No,No,No
legit,I have lost 10 kilos as of today!,No,No,No
legit,K.k.how is your business now?,No,No,No
legit,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",No,No,No
legit,Why nothing. Ok anyway give me treat,No,No,No
legit,Ok.ok ok..then..whats ur todays plan..can we be together?,No,No,No
smishing,"As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.7,00,000 Bonus Prize, call 7679046492",No,No,yes
smishing,"cmon babe,  Txt me your fantasy now babe -) need you now. All replies cost £1.50. 2 cancel send STOP",No,No,No
legit,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",No,No,No
legit,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",No,No,No
smishing,"	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now",No,No,yes
legit,Cold. Dont be sad dear,No,No,No
legit,Hi.:)technical support.providing assistance to us customer through call and email:),No,No,No
legit,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,No,No,No
legit,Cos darren say ü considering mah so i ask ü...,No,No,No
legit,Carlos says he'll be at mu in  &lt;#&gt;  minutes,No,No,No
legit,Wanna do some art?! :D,No,No,No
legit,"Night has ended for another day, morning has come in a special way. GOOD MORNING",No,No,No
legit,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,No,No,No
legit,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",No,No,No
smishing,reat Investment with assured return *Commercial space by AIMS Sanya *0km frm Delhi *Nr Metro Station *Sec-15 Noida @ 9500/sqft Call 995309696,No,No,yes
smishing,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,No,No,yes
legit,"whatever, im pretty pissed off.",No,No,No
legit,"Sorry, I'll call later�.message me if urgent�",No,No,No
smishing,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",No,No,yes
legit,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,No,No,No
legit,Now only i reached home. . . I am very tired now. .will talk to u tomorrow,No,No,No
legit,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,No,No,No
smishing,"	Please CALL 08712402578 immediately as there is an urgent message waiting for you",No,No,yes
legit,S now only i took tablets . Reaction morning only.,No,No,No
smishing,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days Helpline 08706091795,No,No,yes
legit,Ya just telling abt tht incident..,No,No,No
legit,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,No,No,No
legit,Please da call me any mistake from my side sorry da. Pls da goto doctor.,No,No,No
smishing,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",No,No,yes
smishing,"	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458",No,No,yes
legit,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,No,No,No
legit,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",No,No,No
legit,Ok. But i finish at 6.,No,No,No
legit,Thanks chikku..:-) gud nyt:-*,No,No,No
smishing,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",No,No,No
legit,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,No,No,No
legit,I am in your office na.,No,No,No
legit,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,No,No,No
legit,Discussed with your mother ah?,No,No,No
smishing,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,No,No,No
legit,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,No,No,No
smishing,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,No,No,yes
legit,Haha... Hope ü can hear the receipt sound... Gd luck!,No,No,No
legit,Webpage s not available!,No,No,No
legit,They r giving a second chance to rahul dengra.,No,No,No
smishing,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,No,No,yes
legit,Hi. I'm always online on yahoo and would like to chat with you someday,No,No,No
legit,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,No,No,No
legit,Come by our room at some point so we can iron out the plan for this weekend,No,No,No
legit,Even i cant close my eyes you are in me our vava playing umma :-D,No,No,No
smishing,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,No,No,yes
legit,So dont use hook up any how,No,No,No
smishing,it to 80488. Your 500 free text messages are valid until 31 December 2005.,No,No,No
legit,I will be gentle baby! Soon you will be taking all ..,No,No,No
legit,Thats cool! I am a gentleman and will treat you with dignity and respect.,No,No,No
legit,Shall i get my pouch?,No,No,No
legit,Well she's in for a big surprise!,No,No,No
legit,K:)all the best:)congrats...,No,No,No
legit,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,No,No,No
legit,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!,No,No,No
legit,Xy trying smth now. U eat already? We havent...,No,No,No
legit,yes i thought so. Thanks.,No,No,No
legit,YO YO YO BYATCH WHASSUP?,No,No,No
legit,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? It's enough today.",No,No,No
legit,This phone has the weirdest auto correct.,No,No,No
legit,Mm feeling sleepy. today itself i shall get that dear,No,No,No
smishing,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",No,No,yes
smishing,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",No,No,No
legit,"Sorry da thangam, very very sorry i am held up with prasad.",No,No,No
legit,Ok..,No,No,No
legit,Ü no home work to do meh...,No,No,No
smishing,"Rental  Helpline  9999991155 1000-100, 000 sq.ft. In Noida & Gr.Noida  OFFICE & INDUSTRIAL Use Goldenberg estates pvt.ltd. sandeep@goldenberg.in 999 999 1155",No,yes,yes
smishing,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,No,No,yes
legit,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,No,No,No
legit,Id onluy matters when getting on from offcampus,No,No,No
legit,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",No,No,No
legit,Lol u still feeling sick?,No,No,No
legit,Nan sonathaya soladha. Why boss?,No,No,No
legit,How is your schedule next week? I am out of town this weekend.,No,No,No
smishing,"We have received a request from you for purchasing Paytm Payments Bank FASTag. Total amount to be paid is Rs 250/- (Tag Cost Rs. 100 Security Deposit Rs. 0, Threshold -Rs. 150). In case of any queries, please contact us at https://m.paytm.me/fastag-help",No,No,No
legit,I donno if they are scorable,No,No,No
smishing,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",No,No,yes
legit,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,No,No,No
legit,"Haha get used to driving to usf man, I know a lot of stoners",No,No,No
legit,S.s:)i thinl role is like sachin.just standing. Others have to hit.,No,No,No
legit,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,No,No,No
legit,"He will, you guys close?",No,No,No
legit,I want  &lt;#&gt;  rs da:)do you have it?,No,No,No
legit,You're right I have now that I think about it,No,No,No
legit,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,No,No,No
legit,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,No,No,No
smishing,"	Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",yes,yes,No
legit,yes princess! I want to please you every night. Your wish is my command...,No,No,No
legit,"Haha yeah, 2 oz is kind of a shitload",No,No,No
legit,Wishing you a wonderful week.,No,No,No
legit,"Haha good to hear, I'm officially paid and on the market for an 8th",No,No,No
legit,Get me out of this dump heap. My mom decided to come to lowes. BORING.,No,No,No
legit,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,No,No,No
legit,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,No,No,No
legit,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,No,No,No
legit,Ok�say my regards..,No,No,No
legit,Total video converter free download type this in google search:),No,No,No
legit,What are youdoing later? Sar xxx,No,No,No
legit,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",No,No,No
legit,How much is blackberry bold2 in nigeria.,No,No,No
legit,I not at home now lei...,No,No,No
legit,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,No,No,No
smishing,You have an important customer service announcement from PREMIER.,No,No,No
smishing,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",No,No,yes
legit,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",No,No,No
legit,Bring it if you got it,No,No,No
legit,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,No,No,No
smishing,"	Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly",No,No,yes
legit,Ok lor ü reaching then message me.,No,No,No
legit,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",No,No,No
legit,soon you will have the real thing princess! Do i make you wet? :),No,No,No
legit,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night",No,No,No
legit,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,No,No,No
smishing,"	FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242",No,No,yes
smishing,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,No,No,yes
legit,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,No,No,No
legit,Aiyar sorry lor forgot 2 tell u...,No,No,No
smishing,You have 1 new voicemail. Please call 08719181503,No,No,yes
legit,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",No,No,No
legit,"Yeah I am, so I'll leave maybe 7ish?",No,No,No
smishing,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,No,No,yes
legit,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",No,No,No
legit,Am also doing in cbe only. But have to pay.,No,No,No
smishing,"Today's Offer! Claim ur £150 worth of discount vouchers! Text yes to 85023 now! SavaMob, member offers mobile! T Cs 08717898036. £3.00 Sub. 16 .",No,No,yes
legit,Thank you. I like you as well...,No,No,No
legit,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",No,No,No
legit,Is ur paper today in e morn or aft?,No,No,No
smishing,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,No,No,yes
legit,Hi dear we saw dear. We both are happy. Where you my battery is low,No,No,No
legit,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",No,No,No
legit,Remember to ask alex about his pizza,No,No,No
legit,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. ",No,No,No
legit,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,No,No,No
legit,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",No,No,No
legit,She's good. How are you. Where r u working now,No,No,No
legit,I want to go to perumbavoor,No,No,No
legit,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",No,No,No
legit,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,No,No,No
legit,Erm. I thought the contract ran out the4th of october.,No,No,No
legit,"Nothing, i got msg frm tht unknown no..",No,No,No
legit,No no. I will check all rooms befor activities�will let u know after that�,No,No,No
legit,Any way where are you and what doing.,No,No,No
legit,At home watching tv lor.,No,No,No
smishing,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,No,No,yes
legit,"Oh... Icic... K lor, den meet other day...",No,No,No
legit,Are you ok. What happen to behave like this,No,No,No
smishing,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,No,No,No
legit,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",No,No,No
legit,"Sorry, I'll call later�buzy",No,No,No
smishing,Friendly reminder don't forget to confirm your SAM update from the other day!�http://rghst.us/Htcdlas Reply STOP to opt out,yes,No,No
smishing,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,No,No,yes
legit,Thanks for this hope you had a good day today,No,No,No
legit,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,No,No,No
legit,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,No,No,No
legit,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it.,No,No,No
legit,"Nah man, my car is meant to be crammed full of people",No,No,No
legit,Ok thanx... Take care then...,No,No,No
legit,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,No,No,No
legit,I will be outside office take all from there,No,No,No
legit,"K, can that happen tonight?",No,No,No
smishing,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,No,No,yes
legit,"K, I'll work something out",No,No,No
legit,Did you see that film:),No,No,No
legit,"Just arrived, see you in a couple days &lt;3",No,No,No
legit,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",No,No,No
legit,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,No,No,No
smishing,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.4,00,000 prize GUARANTEED. Call 8927307655. Claim Code LUCKY52. Valid 12hrs only. ",No,No,yes
legit,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,No,No,No
legit,Thats cool. How was your day?,No,No,No
smishing,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,No,No,yes
smishing,"	Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.",No,No,yes
legit,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...,No,No,No
legit,Lemme know when you're here,No,No,No
legit,Neva mind it's ok..,No,No,No
legit,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,No,No,No
legit,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,No,No,No
legit,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",No,No,No
legit,Have a good evening! Good Luck!!,No,No,No
legit,"That's what I love to hear :V see you sundayish, then",No,No,No
legit,Im good! I have been thinking about you...,No,No,No
legit,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,No,No,No
legit,Loosu go to hospital. De dont let it careless.,No,No,No
legit,Ü mean it's confirmed... I tot they juz say oni... Ok then...,No,No,No
legit,I wish u were here. I feel so alone,No,No,No
legit,"(And my man carlos is definitely coming by mu tonight, no excuses)",No,No,No
legit,Hey i'm bored... So i'm thinking of u... So wat r u doing?,No,No,No
legit,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,No,No,No
legit,I want to be there so i can kiss you and feel you next to me,No,No,No
smishing,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,No,No,No
legit,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!,No,No,No
legit,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,No,No,No
legit,at Customer place i will call you later,No,No,No
legit,If you're thinking of lifting me one then no.,No,No,No
smishing,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,No,No,yes
legit,Please don't text me anymore. I have nothing else to say.,No,No,No
legit,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",No,No,No
legit,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",No,No,No
legit,Cancel cheyyamo?and get some money back?,No,No,No
legit,Convey my regards to him�all the best..,No,No,No
legit,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",No,No,No
legit,"Yeah, we can probably swing by once my roommate finishes up with his girl",No,No,No
legit,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,No,No,No
legit,"Sorry, that I wll do later�",No,No,No
legit,"I can probably come by, everybody's done around  &lt;#&gt;  right?",No,No,No
legit,Also track down any lighters you can find,No,No,No
smishing,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,yes,No,No
legit,I hope your pee burns tonite.,No,No,No
smishing,"Todays Vodafone numbers ending 3156 are selected to receive a Rs.2,00,000 award. If you have a match please call 7908807538 quoting claim code 9823 standard rates apply",No,No,yes
legit,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,No,No,No
legit,Oh is it! Which brand?,No,No,No
legit,K da:)how many page you want?,No,No,No
legit,"Alright if you're sure, let me know when you're leaving",No,No,No
legit,At what time are you coming.,No,No,No
legit,No problem. How are you doing?,No,No,No
smishing,"	Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804",No,No,yes
legit,Ok enjoy . R u there in home.,No,No,No
legit,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,No,No,No
legit,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",No,No,No
legit,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,No,No,No
legit,In e msg jus now. U said thanks for gift.,No,No,No
